Product Name,Brand Name,Price,Rating,Reviews,Review Votes,review_len,Sentiment
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,2,Doesn't have enough space. I only have about 30 pictures and it won't let me take anymore. Also have to delete texts constantly. I haven't downloaded any apps.,0.0,159,Neutral
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,iPhone looks and works very good.Sorry that no headphones. The seller is comunicatible.,0.0,87,Neutral
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,1,The Battery is not lasting for more than two hours,1.0,50,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,Excellent product! For $89.00 I have a great smartphone AND it is unlocked! Phone and wifi signals are string. I highly recommend it!,0.0,133,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,4,Good,0.0,4,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,"Phone works great, love it",0.0,26,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,Got the phone in 2 days that was awesome & works great.,0.0,55,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,good,0.0,4,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,4,Thanks MrYour products is very good condition,0.0,45,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,3,"Phone works ok but, i received a broken charger? it was completely disconnected from the piece and my home button kinda sticks but other then that it is ok find out tomorrow if cricket accepts it.",0.0,196,Neutral
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,"Very good item thanks amazon, your are wonderful",0.0,48,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,great,0.0,5,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,To my relief my phone worked fine. Ironically I could not activate on Verizon as a prepaid phone but it worked fine with Tracfone. I do not have any battery issues. This is just a backup phone anyway. It is not being used as a primary phone. I use it while I travel so I don't risk losing the more expensive version of this phone,0.0,329,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,"Just what I was waiting for!!! I just put my sym card and fix my settings, and i start using my cel right away!!!",0.0,113,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,3,I don't received head phone with iPhone,0.0,39,Neutral
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,1,Unlocked. See the attacked,84.0,26,Neutral
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,1,"It is not unlocked, i love my virgin mobile iphone and it took a dive the last week so i got this as a replacement because in the details it said it was both gms and cdmc compatible. It is locked into verizon and i now have to spend more money on a prepaid contract that doesnt even work for me which is a big strain on my budget. Cant afford to return and can't wait for a new phone, very dissapointed.",0.0,403,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,Good,0.0,4,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,1,Received the phone on the date promised and looked like a brand new phone. It wasn't until activating service with a carrier and attempting to transfer contacts from my old iPhone to this new one that we realized the wifi could not be enabled from setting or from the main screen. I have never seen an iPhone that had the wifi setting locked. Can't use it...it's on its way back.,0.0,379,Neutral
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,"old android died, found this as a great deal and perfect condition when I received it. Hooked up with my Straight talk service with no problem",0.0,142,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,"Received it recently, looks good,hope to use it soon. THANKX",0.0,60,Neutral
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,1,Battery die,0.0,11,Neutral
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,2,Well this phone is breaking everyday like charger just broke left speaker don't work and when u talk on the phone I have to put it on speaker to hear something,0.0,159,Neutral
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,Great deliviry! Got it within 2 days and I bought it over the weekend. Phone works perfectly,0.0,92,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,Yes,0.0,3,Neutral
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,3,Good,0.0,4,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,"Looks and works great, better than Apples' product warranty and support system.",1.0,79,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,1,this is a 3G not a 4G as we thought and we cannot get on the internet out side of wifi very disappointed,1.0,104,Negative
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,2,The information for this item said it was BSM unlocked and would work with Tmobile.It did NOT! So I asked for and was able to get a full refund.,1.0,144,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,3,Good sale,0.0,9,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,3,Hello! Acquire thisApple iPhone 4S 16GB Unlocked - White (Certified Refurbished) product and the same presentaa problem with the handset (not olle ) what is the procedure to enforce the guarantee,0.0,195,Neutral
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,1,The battery life is horrible. I changed it fully before leaving home. Within few hours the battery was close to 10 %. It was hardly used for 10 mins of call. This seems to useless. Hope to return the device.,6.0,207,Negative
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,Excelent! Very good,3.0,19,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,1,We receive without all the accessories and the charge doesn`t complete. You are selling a bad product.,2.0,102,Negative
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,3,"It works! It doesn't hold a charge all day but it is ok for now. Not sure I would buy a refurbished again, especially from this seller due to the under charging.",1.0,161,Neutral
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,4,"Aside from relatively quickly dying battery, phone is very good. Please be sure to understand your ""carrier/service provider's"" cellular phone requirements before buying this.",2.0,175,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,3,"It's a good quality phone had a problem updating it, but after that works fine, but someone changed the password to my account so might be something but overall okay buy",1.0,169,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,Good thanks,1.0,11,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,I have always been happy with Amazon....,1.0,40,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,Excelente,0.0,9,Neutral
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,1,"Phone is in very good condition but the battery is completely useless and thus the phone is useless. Even after following every iPhone tip on closing all apps, changing several settings the battery still only lasts a couple of hours without being used for even a single phone call (the battery is drained in about 3 hours even when the phone is not in use) As a longtime iPhone user I know very well about battery problems (I've also owned a 4S like this one before) This battery should have been replaced! For a product with a ""certified refurbished"" label it was definitely not what was expected.",0.0,598,Neutral
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,Like,1.0,4,Neutral
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,"Fue un regalo para mu hija, ella esta feliz, ha funcionado perfecto en Venezuela",2.0,80,Neutral
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,1,Phone was NOT unlocked as stated! It was Verizon contract phone! Buyer beware!,2.0,78,Neutral
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,The phone is awesome. I had a 4 but I lost it. So this was a replacement. I may get my daughter the same one or the 5s if it's not too expensive.,1.0,145,Neutral
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,4,As advertised,0.0,13,Neutral
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,Great deal works like a new phone. Thanks,1.0,41,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,2,There was a problem with the electric connector. It is not appropriate fot the phone.,1.0,85,Negative
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,good,0.0,4,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,4,excelent,0.0,8,Neutral
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,1,The charger was broken when i took it out of the box. I could see the internal wire. Packaging was also not that great. Really disappointed.,1.0,140,Neutral
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,Love it!,1.0,8,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,"pristine condition, arrived on time, perfect! Love my new old Iphone",2.0,68,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,3,"Because the body is all score up, I tough that the casing was going to be changed",1.0,81,Negative
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,"This phone looks like new and works perfectly. Just inserted the SIM card from my old phone, went through the easy setup prompts and done!",0.0,138,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,4,Pleased (:,0.0,10,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,3,Internet will not work!,0.0,23,Neutral
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,Shipping is great phone came just as expected overall you can trust the seller 100%,0.0,83,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,1,this phone literally only works when it is plugged into power. The battery lasts less than 5 min.,0.0,97,Neutral
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,3,Nice phone in excellant condition. It looked brand new. It just wasnt a Verizon phone like the description on amazon said.,0.0,122,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,This could not be a better buy. Love the ease of use. Phone was as described.,0.0,77,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,1,"buy two phones refurbished and have received USED micas screen with marks and scratches from use of protective liners or cases , the metal bezel with many brands use too. that just hurts the just received in Venezuela if not immediately returned .",0.0,247,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,More than I expected,0.0,20,Neutral
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,"Great Buy, arrived in very good Condition with charger, set it up in Minutes 😍😍😍😍👍👍👍👍Made my 10 years old daughter Happy!",0.0,121,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,Everything came as ordered and worked great,0.0,43,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,1,It was on the black list. I found that disrespectfull.,2.0,54,Neutral
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,1,This iPhone only works using the speakerphone. It is a rebuilt /unlocked phone. Very disappointing purchase. I will return it as soon as possible.,1.0,146,Negative
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,4,Is in perfect condition and is unlocked. all ports work well. It is just as fast as my other iPhone 4s was and can download the current iSO. only problem is that the phone gets really hot really quickly and the battery seems to run out a little faster than normal. comes in a fancy box with a clear top and a charger.,3.0,317,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,Working great. Looks like new.,1.0,30,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,3,It came on time was happy about it but the charger was not the right one sad can't use it. The surface looks good no scratches but the speaker is not working well when making a call .,0.0,183,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,2,"battery drained too fast everytime, had to return it.",1.0,53,Neutral
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,The telephone is in exquisite condition. Also everything is wonderful in regards to the performance of the telephone. Should the need occur in the future...there will not be any hesitation for me to purchase another telephone by using Amazon.com.,0.0,246,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,2,The phone is good but you sent me the wrong charger.I had to buy another one,0.0,76,Neutral
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,In great condition. It came with charger. I have had no problems with the phone.,0.0,80,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,1,Llego well but with the default screen calls chokes and reheated too when charging the battery would give me warranty then could not make the claim before because just a week ago I get the product because I am from Venezuela and slow as I can solve this problem?,0.0,262,Negative
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,1,I bought the iphone 4s two months ago and no longer works so useless that is cheap if not hard so I'm very upset with my purchase,0.0,129,Neutral
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,Seemed just like new. Works fine and a great value! Check here first if you need a new phone!,0.0,93,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,4,Okay.. but looks some costly,0.0,28,Positive
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,5,Extremely pleased,1.0,17,Positive
